Finished,Which faculty are you from?,Which department are you affiliated to? [RSM],Which department are you affiliated to? [ESE],What is your position?,Are you member of any research institute affiliated with RSM or ESE?,What is your experience with open science practices?,"In your opinion, how important for your field is it that researchers preregister their studies?",What is your experience with study preregistration?,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you?,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you? [Text],What is the total number of preregistered studies that you have conducted? [Text],"In your opinion, how important for your field is it that materials and/or code are openly available?",What is your experience with using open materials and/or code?,What is your experience with sharing open materials and/or code?,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you?,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you? [Text],"In your opinion, how important for your field is it that data from published research are openly available?",What is your experience with using open data?,What is your experience with sharing open data?,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you?,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you? [Text],"In your opinion, how important is pre-publication archiving for your field?",What is your experience with pre-publication archiving?,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you?,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you? [Text],Approximately what proportion of your publications from the last 5 years are open access?,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees?,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees? [Text],Please indicate your awareness of each of the open science resources listed below [Open Science Framework],Please indicate your awareness of each of the open science resources listed below [GitHub],Please indicate your awareness of each of the open science resources listed below [EUR data repository/Figshare],Please indicate your awareness of each of the open science resources listed below [4TU Center for Research Data],Please indicate your awareness of each of the open science resources listed below [EUR SurfDrive],Please indicate your awareness of each of the open science resources listed below [EUR Dropbox (not personal)],Please indicate your awareness of each of the open science resources listed below [FAIR data principles],Please indicate your awareness of each of the open science resources listed below [EUR RePub],Please indicate your awareness of each of the open science resources listed below [Zenodo],Please indicate your awareness of each of the open science resources listed below [Other 1],Please indicate your awareness of each of the open science resources listed below [Other 1 – Text],Please indicate your awareness of each of the open science resources listed below [Other 2],Please indicate your awareness of each of the open science resources listed below [Other 2 – Text],During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field [Text],Are you sharing your knowledge about open science practices with others?,Are you sharing your knowledge about open science practices with others? [Text],Do you expect that ERIM supports you in learning open science practices?,Which of the following open science practices would you like ERIM to provide information or support for?,Which of the following open science practices would you like ERIM to provide information or support for? [Text]
True,Rotterdam School of Management (RSM),Finance,,Tenured faculty member,ERIM,"I am aware, but have not used open science practices in my research",Moderately important,"I am aware of study preregistration, but have not used it in my research",It might delay data collection;I need to look at my data before I can decide how to best analyse it,,,Very important,"I am aware of open materials and/or code, but have not used it in my research","I have some experience with open materials and/or code, but do not share mine regularly",I might lose control over how my materials and/or code are being used;I might not receive appropriate credit for developing the materials and/or code if I make them openly available,,Extremely important,"I am aware of open data, but have not used this in my research","I have some experience sharing open data, but not regularly",There could be issues related to privacy;I might not receive appropriate credit for my data collection,,Extremely important,I have extensive experience with preprint archiving,I do not share any of these concerns,,Some,I don’t know/prefer not to answer,,I am unaware of this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Lack of funding for open access publishing;Lack of recognition in my field about the value of open science practices;Lack of professional staff that provide support for open science practices,,I share my knowledge with my colleagues informally,,Yes,Open Materials and/or Code;Open Data;Pre-publication archiving;Open access publishing;Open access archiving in a repository,
True,Rotterdam School of Management (RSM),Business-society management,,Tenured faculty member,ERIM,"I am aware, but have not used open science practices in my research",Not at all important,"I am aware of study preregistration, but have not used it in my research",Other,Implications with anonymity protection.,,Slightly important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",Other,"As a qual researcher it is common to disclose interview protocols, data structures in the articles already.",Slightly important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",There could be issues related to privacy,,Not at all important,I am aware of pre-publication archiving but have not used it,Some journals might not publish findings that are uploaded to a pre-publication archive,,Some,My open access publications did not involve fees,,"I am aware of it, but don't use it",I am unaware of this,I use this,I am unaware of this,I use this,I use this,I am unaware of this,I use this,I am unaware of this,,,,,"No, I did not participate and I do not have an ORCID iD",Lack of time to engage in open science practices,,No,,No,,
True,Rotterdam School of Management (RSM),Business-society management,,PhD student,ERIM,"I am aware, but have not used open science practices in my research",Very important,"I am aware of study preregistration, but have not used it in my research",I need to look at my data before I can decide how to best analyse it,,,Very important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",I don’t know/prefer not to answer,,Very important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",There could be issues related to intellectual property;There could be issues related to privacy,,I don’t know/prefer not to answer,"Until now, I was unaware of ""pre-publication archiving""",Other,,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I use this,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Other,Difficulty to turn qualitative data into open data due to privacy/confidentiality of information.,I share my knowledge with my colleagues informally,,Yes,I don’t know/prefer not to answer,
True,Rotterdam School of Management (RSM),Marketing management,,Tenured faculty member,ERIM,I have extensive experience with open science practices,Very important,I regularly preregister my studies,I do not share any of these concerns,,57,Extremely important,"I have some experience with open materials and/or code, but do not use them regularly",I regularly share open materials and/or code,I do not share any of these concerns,,Extremely important,"I have some experience using open data, but do not use them regularly",I regularly share open data,I do not share any of these concerns,,Slightly important,I have some experience with pre-publication archiving,"Other people might copy my research and publish it before I do;Non-peer-reviewed findings might add noise to the literature;Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",,Some,"My open access publications did not involve fees;It was paid under the ""blanket agreement"" between VSNU and selected academic publishers;I collaborated with others and other co-author paid the fees with their research funding;I submit my research to journals that do not provide open access options",,I use this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",ResearchBox,,,"No, I did not participate since I already had an ORCID iD","Lack of recognition in my field about the value of open science practices;Lack of information about open science practices;Lack of research funding to support open science practices;Lack of expertise to engage in open science practices (e.g., assignment of metadata);Researchers are discouraged from engaging in open science practices by their colleagues;Researchers don't want to be told how to do their research;Lack of interest from researchers",,I share my knowledge with my colleagues informally;I share my knowledge with my colleagues by offering seminars and/or giving talks;I share my knowledge with my students or fellow research students,,Yes,Pre-publication archiving;Open access publishing;Open access archiving in a repository,
True,Rotterdam School of Management (RSM),Strategic management & entrepreneurship,,Tenured faculty member,ERIM,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research",It might delay data collection;I need to look at my data before I can decide how to best analyse it;Preregistration prevents exploratory research;Preregistration might lead to other people taking my research idea and implementing my plan,,,Not at all important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",I might lose control over how my materials and/or code are being used;I might not receive appropriate credit for developing the materials and/or code if I make them openly available;There could be issues related to intellectual property,,Not at all important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data","There could be issues related to intellectual property;There could be issues related to ethics;There could be issues related to privacy;I think it is unfair for researchers beyond the original team to benefit (e.g. through future publications, career advancement) from my data collection;I might not receive appropriate credit for my data collection;I might lose control over how my data are being used",,Not at all important,I am aware of pre-publication archiving but have not used it,"Other people might copy my research and publish it before I do;Non-peer-reviewed findings might add noise to the literature;Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",,Most,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers",,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Lack of credit in my institution for engaging in open science;Lack of time to engage in open science practices;Lack of time to learn open science practices,,I share my knowledge with my colleagues informally,,No,,
True,Rotterdam School of Management (RSM),Business-society management,,Postdoc or researcher,Neither,I have some experience with open science practices,Extremely important,"I have some experience with study preregistration, but do not use it regularly",It might delay data collection;Preregistration prevents exploratory research;Preregistration stifles research creativity or flexibility,,,Extremely important,I regularly use and/or create open materials and/or code,I regularly share open materials and/or code,I do not share any of these concerns,,Extremely important,I regularly use open data,I regularly share open data,I do not share any of these concerns,,I don’t know/prefer not to answer,I am aware of pre-publication archiving but have not used it,Some journals might not publish findings that are uploaded to a pre-publication archive,,Some,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers",,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I use this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I am unaware of this,,,,,"No, I did not participate and I do not have an ORCID iD","Lack of supporting infrastructure (e.g., open data platforms);Other",Lack of guidance during onboarding of new employees about where to find information on OA or to find information about supporting infrastructure,I share my knowledge with my colleagues informally;I share my knowledge with my students or fellow research students;I share my knowledge with others through forum discussions (e.g. Facebook groups),,Yes,Preregistration;Open Materials and/or Code;Open Data;Pre-publication archiving;Open access publishing;Open access archiving in a repository;Other,This should not even be a question. 
True,Rotterdam School of Management (RSM),Technology & operation management,,Tenured faculty member,ERIM,I have extensive experience with open science practices,Moderately important,"I have some experience with study preregistration, but do not use it regularly",I do not share any of these concerns,,,Very important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",Sharing these materials and/or code could result in others asking me to provide assistance for their research;I might not receive appropriate credit for developing the materials and/or code if I make them openly available,,Very important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",There could be issues related to privacy;I might not receive appropriate credit for my data collection;I might lose control over how my data are being used;Other researchers could use my data for another study that I intended to conduct in the future;It will take too much time or effort to share research data,,Moderately important,I have some experience with pre-publication archiving,Some journals might not publish findings that are uploaded to a pre-publication archive;Non-peer-reviewed findings might add noise to the literature;Making my work available pre-publication might reduce the number of citations to the ultimately published work,,Half,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers;It was paid using the Erasmus Open Access Fund;I collaborated with others and other co-author paid the fees with their research funding",,I use this,"I am aware of it, but don't use it",I use this,I am unaware of this,I use this,I use this,I use this,I use this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD","Lack of time to engage in open science practices;Lack of expertise to engage in open science practices (e.g., assignment of metadata)",,I share my knowledge with my colleagues informally;I share my knowledge with others through forum discussions (e.g. Facebook groups),,Yes,Preregistration;Open Materials and/or Code;Open Data;Pre-publication archiving;Open access archiving in a repository,
True,Rotterdam School of Management (RSM),Marketing management,,PhD student,ERIM,"I am aware, but have not used open science practices in my research",Very important,"I am aware of study preregistration, but have not used it in my research",Preregistration prevents exploratory research,,,Moderately important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",Other researchers might criticise my materials and/or code;Other researchers might find errors in my published work;Reuse of my materials and/or code could violate the epistemological framework of my research;I might lose control over how my materials and/or code are being used;I might not receive appropriate credit for developing the materials and/or code if I make them openly available;There could be issues related to intellectual property,,Very important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",Other researchers might criticise my data and/or research practices;There could be issues related to intellectual property;There could be issues related to ethics;There could be issues related to privacy;I might lose control over how my data are being used;Other researchers could use my data for another study that I intended to conduct in the future,,I don’t know/prefer not to answer,"Until now, I was unaware of ""pre-publication archiving""","Some journals might not publish findings that are uploaded to a pre-publication archive;Other people might copy my research and publish it before I do;Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I use this,I use this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of credit in my institution for engaging in open science;Lack of recognition in my field about the value of open science practices;Lack of mandates from funders; institutions or other regulators;Lack of information about open science practices;Lack of training required to implement open science practices;Lack of expertise to engage in open science practices (e.g., assignment of metadata);Researchers are discouraged from engaging in open science practices by their colleagues",,I share my knowledge with my colleagues informally,,I don’t know/prefer not to answer,,
True,Rotterdam School of Management (RSM),Strategic management & entrepreneurship,,Postdoc or researcher,Neither,I have some experience with open science practices,Moderately important,I regularly preregister my studies,I do not share any of these concerns,,One official preregistration. But I always let my coauthors review a pre-data analysis copy of a paper and I keep that copy in my administration.,Very important,"I am aware of open materials and/or code, but have not used it in my research","I have some experience with open materials and/or code, but do not share mine regularly",I do not share any of these concerns;Other,The reason why I haven't shared any of my code is because I do not do anything special or complicated that involves codes or materials,Moderately important,"I have some experience using open data, but do not use them regularly","I have some experience sharing open data, but not regularly",There could be issues related to intellectual property;There could be issues related to ethics;There could be issues related to privacy;Other,"Most often we are not allowed by third parties to share our data. Also, due to GDPR we must promise respondents that their data is used only for one specific purpose, so we and others cannot legally reuse it.",Not at all important,I have some experience with pre-publication archiving,I do not share any of these concerns,,All,I collaborated with others and other co-author paid the fees with their research funding,,I use this,"I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I use this,I am unaware of this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Lack of credit in my institution for engaging in open science;Researchers are discouraged from engaging in open science practices by their colleagues;PhD students are discouraged from engaging in open science practices by thesis supervisors;Other,The focus on impact factor in hiring decisions makes people pay less attention to other forms of sharing such as open science.,I share my knowledge with my colleagues informally,,I don’t know/prefer not to answer,,
True,Rotterdam School of Management (RSM),Technology & operation management,,Postdoc or researcher,Neither,I have some experience with open science practices,Slightly important,"I am aware of study preregistration, but have not used it in my research",I need to look at my data before I can decide how to best analyse it;Preregistration prevents exploratory research;Preregistration stifles research creativity or flexibility;Preregistration might lead to other people taking my research idea and implementing my plan;Preregistration might make it more difficult to publish in certain journals,,,Moderately important,I regularly use and/or create open materials and/or code,"I have some experience with open materials and/or code, but do not share mine regularly",Others might find it difficult to understand my materials and/or code;Reuse of my materials and/or code could violate the epistemological framework of my research;I might lose control over how my materials and/or code are being used;I might not receive appropriate credit for developing the materials and/or code if I make them openly available;There could be issues related to intellectual property,,Slightly important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",There could be issues related to ethics;There could be issues related to privacy;I might lose control over how my data are being used;It will take too much time or effort to share research data;Other,"Related to the privacy aspect, anonymization of qualitative data might prove difficult/impossible. (E.g. using large samples of students which include open text questions/ diary studies/ large scale interviews etc.) How can the researcher assure that no identifiable data remains in the publicly available data sets? ",Slightly important,I have some experience with pre-publication archiving,"Some journals might not publish findings that are uploaded to a pre-publication archive;Non-peer-reviewed findings might add noise to the literature;Making my work available pre-publication might reduce the number of citations to the ultimately published work;Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work;Other",For certain topics (e.g. related to the COVID-19 pandemic) pre-publication archiving before peer-review might be dangerous if false claims are disseminated to a broader audience of laymen outside of academia who might not be familiar with the peer-review process.,Most,It was paid using the Erasmus Open Access Fund,,"I am aware of it, but don't use it",I use this,"I am aware of it, but don't use it",I am unaware of this,I use this,I use this,I am unaware of this,I use this,I am unaware of this,I am unaware of this,Sci-Hub,,,"No, I did not participate since I already had an ORCID iD","Lack of funding for open access publishing;Lack of credit in my institution for engaging in open science;Lack of information about open science practices;Lack of professional staff that provide support for open science practices;Lack of research funding to support open science practices;Lack of training required to implement open science practices;Lack of supporting infrastructure (e.g., open data platforms);Lack of time to engage in open science practices;Lack of time to learn open science practices;Lack of expertise to engage in open science practices (e.g., assignment of metadata);The open science community is intimidating;Other","Different layers. E.g. it is easy to publish the final peer-reviewed article as open access (if funds are available), but it is less straightforward to see how certain data and the corresponding data preparation protocols can be published, how this can be done in an accessible format so that other researchers could follow the exact steps from raw file to final analysis, if intermediate/exploratory steps should be included or omitted for the sake of readability, etc.",I share my knowledge with my students or fellow research students,,Yes,Preregistration;Open Materials and/or Code;Open Data;Open access archiving in a repository,
